id	name	type	min	max	description
1655	Latitude Code	ID	7	7	Code indicating the latitude in degrees (3 positions), minutes (2 positions), seconds (2 positions)
1656	Premium Rate Pattern Code	ID	1	1	Code identifying the relative pattern of Mortgage Insurance premium rates charged over the life of the coverage
1657	Premium Source Entity Code	ID	1	1	Code identifying the entity or entities responsible for payment of the premium
1658	Shipment or Work Assignment Decline Reason Code	ID	3	3	Code indicating the reason for declining a shipment or work assignment
1661	Source Code	ID	2	2	Code identifying the source of the mileage
1662	Rate Request ID	N0	1	9	Identification number assigned by the original rate requestor that uniquely identifies the rate request from the request to the carrier to the final award; it is not subject to modification and does not contain blanks or other special characters
1663	Rate Response Suffix	N0	1	3	Suffix number assigned by the carrier to the original rate request identification number
1664	Lane Ranking	R	1	4	Number indicating the rank of the carrier's rate proposal compared to the rate proposals of the other carriers
1675	Look-up Value Protocol Code	ID	2	2	Code specifying the protocol used to identify a certificate
1678	Insurer Guarantor Type Code	ID	1	1	Code indicating the insurer or guarantor of a mortgage note
1679	Insurer Coverage Indicator Code	ID	1	1	Code indicating how the mortgage insurance premium is paid
1680	Refinance Type Code	ID	2	2	Code specifying a type of refinance
1681	Primary Source of Index Code	ID	2	2	Code identifying the source of the index value used for adjustable rate mortgage changes
1684	Attendance Type Code	ID	1	4	Code specifying the type of attendance information being reported
1685	Tax Treatment Code	ID	1	1	Code specifying whether a deduction should have pre- or post-tax status
1687	Earnings Rate of Pay	R	1	15	To specify rate of pay
1688	Deduction Type Code	ID	1	4	Code indicating the type of deduction being reported
I01	Authorization Information Qualifier	ID	2	2	Code to identify the type of information in the Authorization Information
I02	Authorization Information	AN	10	10	Information used for additional identification or authorization of the interchange sender or the data in the interchange; the type of information is set by the Authorization Information Qualifier (I01)
I03	Security Information Qualifier	ID	2	2	Code to identify the type of information in the Security Information
I04	Security Information	AN	10	10	This is used for identifying the security information about the interchange sender or the data in the interchange; the type of information is set by the Security Information Qualifier (I03)
I05	Interchange ID Qualifier	ID	2	2	Qualifier to designate the system/method of code structure used to designate the sender or receiver ID element being qualified
I06	Interchange Sender ID	AN	15	15	Identification code published by the sender for other parties to use as the receiver ID to route data to them; the sender always codes this value in the sender ID element
I07	Interchange Receiver ID	AN	15	15	Identification code published by the receiver of the data; When sending, it is used by the sender as their sending ID, thus other parties sending to them will use this as a receiving ID to route data to them
I08	Interchange Date	DT	6	6	Date of the interchange
I09	Interchange Time	TM	4	4	Time of the interchange
I10	Interchange Control Standards Identifier	ID	1	1	Code to identify the agency responsible for the control standard used by the message that is enclosed by the interchange header and trailer
I11	Interchange Control Version Number	ID	5	5	This version number covers the interchange control segments
I12	Interchange Control Number	N0	9	9	A control number assigned by the interchange sender
I13	Acknowledgment Requested	ID	1	1	Code sent by the sender to request an interchange acknowledgment (TA1)
I14	Usage Indicator	ID	1	1	Code to indicate whether data enclosed by this interchange envelope is test, production or information
I15	Component Element Separator	N/A	1	1	Type is not applicable; the component element separator is a delimiter and not a data element; this field provides the delimiter used to separate component data elements within a composite data structure; this value must be different than the data element separator and the segment terminator
I16	Number of Included Functional Groups	N0	1	5	A count of the number of functional groups included in an interchange
I17	Interchange Acknowledgment Code	ID	1	1	This indicates the status of the receipt of the interchange control structure
I18	Interchange Note Code	ID	3	3	This numeric code indicates the error found processing the interchange control structure
I19	Interconnect Mailbag Version Number	ID	5	5	Code to indicate the version number covering the interconnect mailbag control segments and the interconnect mailbag acknowledgment segment
I20	Interconnect Mailbag Logon ID	AN	1	10	Information used for access security identification of the sender of the interconnect mailbag; The content of the logon ID is assigned by the receiving interconnect entity
I21	Interconnect Mailbag Password	AN	1	10	Information used for additional access security identification of the sender of the interconnect mailbag; The content of the password is assigned by the receiving interconnect entity
I22	Interconnect Mailbag ID Qualifier Code	ID	2	2	Code identifying the system or method of code structure used to designate the sender or receiver ID element being qualified
I23	Interconnect Mailbag Sender ID	AN	1	15	Identification code published by the interconnect entity sender for use by the other interconnect entity parties who use this identification code as the receiver ID to route data back to them via an interconnect
I24	Interconnect Mailbag Receiver ID	AN	1	15	Identification code published by a given receiver of a mailbag used as a sending ID by that interconnect entity as their sending ID when sending via an interconnect; Other interconnect entities sending to them will use this as a receiving ID to route a mailbag to them via an interconnect
I25	Interconnect Mailbag Date	DT	6	6	Date (YYMMDD) the interconnect mailbag was created for initial transmission
I26	Interconnect Mailbag Time	TM	6	6	Time the interconnect mailbag was created for initial transmission; Time is expressed in 24-hour clock time (HHMMSS, time range: 000000 through 235959)
I27	Interconnect Mailbag Time Code	ID	2	2	Code identifying the time; In accordance with International Organization for Standardization (ISO) Standard 8601, time can be specified by + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; Since + is a restricted character, + and - are substituted by P and M, respectively, in the codes that follow
I28	Interconnect Mailbag Control Number	N0	1	9	This number uniquely identifies the interconnect mailbag to the interconnect entity sender; It is assigned by the interconnect entity sender; Together with the sender ID, it uniquely identifies the interconnect mailbag to the interconnect entity receiver; It is suggested that the interconnect entity sender and the interconnect entity receiver be able to maintain an audit trail of interconnect mailbags using this number; Each interconnect mailbag that is created by the sender should contain a unique control number; Interconnect mailbags that require retransmission should not have their control number changed
I29	Interconnect Mailbag Test Indicator	ID	1	1	Code to indicate whether data enclosed by this interconnect mailbag envelope is test or production
I30	Interconnect Mailbag Acknowledgment Count	N0	1	4	A count of the number of interconnect mailbag acknowledgment (IA) segments included in the mailbag
I31	Interconnect Mailbag Interchange Count	N0	1	5	A count of the number of interchanges included in the mailbag
I32	Interconnect Mailbag Acknowledgment Action Code	ID	1	1	Code indicating the status of receipt by the interconnect entity receiver of the interconnect mailbag and the actions to be taken, if any
I33	Interconnect Mailbag Error Code	ID	2	2	Code indicating the nature of the error detected in the received interconnect mailbag by the interconnect entity receiver
I34	Grade of Service Code	ID	1	1	This indicates the relative urgency of the interchange as determined by the interchange sender
I35	Delivery Date	DT	6	6	This is the earliest date the interchange can be delivered to the recipient
I36	Delivery Time	TM	4	4	This is the earliest time the interchange can be delivered to the recipient
I37	Delivery Time Code	ID	2	2	This is a code identifying the delivery time; in accordance with International Organization for Standardization (ISO) standard 8601, time can be specified by a + or - and an indication in hours in relation to universal time coordination (UTC) time; since + is a restricted character, the + and - are substituted by P and M in the codes that follow
I38	Service Request Handler ID Qualifier	ID	2	2	This is a code identifying the service request handler
I39	Service Request Handler ID	AN	1	15	This is the identification code of the sending service request handler
I40	Action Code	ID	2	2	This is a code indicating the action taken on the interchange or functional group by the service request handler or the receiver
I41	Action Date	DT	6	6	This is the UTC date when the service request handler took action on the reported interchange or functional group
I42	Action Time	TM	4	6	This is the UTC time when the service request handler took action on the reported interchange or functional group
I43	Error Reason Code	ID	3	3	The code indicates the error found or not found in processing the control structure or in delivery
I44	Reported Start Segment ID	AN	2	3	This contains the start segment ID of the original interchange, functional group or transaction set
I45	Reported Control Number	AN	1	14	This is the control number value of the original interchange, functional group or transaction set
I46	Reported Date	AN	1	8	This is the date value of original interchange or functional group
I47	Reported Time	AN	1	8	This is the time value of original interchange or functional group
I48	Reported Interchange Sender ID Qualifier	AN	1	4	This is the sender ID qualifier value appearing in original interchange
I49	Reported Sender ID	AN	1	35	This is the sender ID value of original interchange or functional group
I50	Reported Interchange Receiver ID Qualifier	AN	1	4	This is the receiver ID qualifier value appearing in original interchange
I51	Reported Receiver ID	AN	1	35	This is the receiver ID value of original interchange or functional group
I52	First Reference ID Qualifier	AN	1	4	This is the ID qualifier appearing in original interchange
I53	First Reference ID	AN	1	14	This contains information from the original interchange, as defined by the First Reference ID Qualifier data element
I54	Second Reference ID Qualifier	AN	1	4	This contains ID qualifier information appearing in original interchange
I55	Second Reference ID	AN	1	14	This contains information from the original interchange, as defined by the Second Reference ID Qualifier data element
I56	Reference Code Qualifier	ID	2	2	This is a code defining the information contained in the Reference Code data element
I57	Reference Code	AN	1	35	This contains reference information exchanged between service request handlers concerning the reported interchange as defined by the corresponding Reference Code Qualifier data element
I58	Report Type Code	ID	1	1	Code to indicate type of report
I59	Report Identifier	AN	1	35	Mutually defined report identifier
I60	Report Incremental Indicator Code	ID	1	1	Code to indicate whether report is incremental report
I61	Message Direction Code	ID	1	1	Code identifying whether the reported transactions have been sent and/or received by Data Status Tracking report recipient
I62	Report Status Level Code	ID	1	1	Code to indicate level of statuses included
I63	Report Level of Detail Code	ID	1	1	Code to indicate level of detail of report
I64	Reported Group or Transaction Identifier	AN	2	6	This contains the functional group or transaction set identifier code of the reported functional group or transaction set
